name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
K.Coleman,00-0027835,no,PHI,FS,23,1,,,,,2,,13,,,4,,,,0,,,70,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Babin,00-0022695,no,PHI,DE,8,4,,1,,0,0,,,,,1,,14,,6.5,-37,,28,8,39,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Benjamin,00-0029269,no,CLE,WR,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,52,,53,0,3,0,76,,,,,,,,,,,,,,,,,,,,,,,,,149,1,149,93,3,1,3,149,188,91,18,37,2,0,0,,69,298,6,64,0,0,0,0,,66
D.Rodgers-Cromartie,00-0026156,no,PHI,CB,8,0,,,,,3,,14,,,17,,,,0,,,43,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Gipson,00-0028924,no,CLE,FS,7,0,,,,,1,,23,,,1,,,,0,,,26,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Boykin,00-0029416,no,PHI,DB,2,1,,,,,0,,,,,4,,,,1,-13,,28,,,1,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,312,,385,0,45,0,1037,,,,,,,,,,,,,,,1,3,,,,,,,,,7,,7,0,1,0,1,7,,,,,,,,,,,,,,,,,,
K.Maiava,00-0027074,no,CLE,,18,2,,,,,0,,,,,3,,4,,2.0,-13,,34,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Brown,00-0021186,no,CLE,,6,1,,2,,0,3,1,20,,,12,,,,1,-6,1,52,3,6,2,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Mathis,00-0023514,no,PHI,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Parker,00-0019986,no,CLE,,7,2,,1,,0,0,,,,,,,11,,6.5,-56,,18,9,60,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Avant,00-0024324,no,PHI,WR,,,,,,,,,,,,,,,,,,,3,,,,,,0,1,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,244,0,53,76,0,1,0,,167,648,,,,,,,,
K.Dunlap,00-0026370,no,PHI,T,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0023506,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,29,0,13,18,0,0,0,,37,47,,,,,,,,
N.Allen,00-0027652,no,PHI,SS,13,0,,,,,0,,,,,4,,,,0,,,60,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Watson,00-0022943,no,CLE,TE,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,,,,,,,,,,,,,,,,230,20,49,82,3,0,0,,220,501,,,,,,,,
D.Ryans,00-0024248,no,PHI,ILB,27,0,,,,,1,,0,,,4,,2,,1,-13,,84,14,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0029435,no,PHI,,,,,,,,,,,,,,,,,,,,2,,,,,1,2,1,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,23,233,98,26,1,26,291,174,0,19,31,0,0,0,,103,256,3,12,0,0,0,0,,12
R.Hodges,00-0023642,no,CLE,,5,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,29,819,90,90,4,3766,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Skrine,00-0028075,no,CLE,DB,14,0,,1,,0,0,,,,,11,,1,,0,,,70,2,7,5,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Patterson,00-0023727,no,CLE,,3,0,,,,,0,,,,,5,,1,,0,,,30,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Hagg,00-0028186,no,CLE,,2,0,,,,,0,,,,,1,,1,,0,,,20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,8,0,2,0,8,,,,,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Rucker,00-0024306,no,CLE,DE,19,1,,,,,0,,,,,1,,6,,4,-22,,29,4,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Henery,00-0028058,no,PHI,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,31,,27,938,4,162,530,13,,70,81,26,26,0,25,1,25,4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cribbs,00-0023176,no,CLE,,1,,,,,,,,,,,,,,,,,,8,,,,,2,3,4,1,2,2,,-18,6,2,-18,,,,,,,,,,,,,,,,,,,354,,461,0,43,0,1178,,,,,,,,,,,,,,,1,10,,,,,,,,,184,8,285,0,38,0,38,457,61,0,7,11,0,0,0,,44,63,6,39,0,0,0,0,,42
C.Marsh,00-0028028,no,PHI,,1,0,,,,,0,,,,,1,,,,0,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Chaney,00-0027814,no,PHI,,7,0,,,,,0,,,,,1,,,,0,,,17,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Graham,00-0027865,no,PHI,OLB,8,2,,1,,0,0,,,,,1,,11,,5.5,-37,,30,7,30,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Cole,00-0023579,no,PHI,OLB,16,1,,1,,0,0,,,,,2,,6,,3.0,-25,,24,6,18,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Asomugha,00-0022077,no,PHI,,8,0,,,,,1,,0,,,12,,,,0,,,47,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Little,00-0027997,no,CLE,WR,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,305,51,53,92,4,0,0,,204,647,2,15,0,0,0,0,,15
C.Henry,00-0028427,no,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,2,180,16,16,,772,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Kelce,00-0028129,no,PHI,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Jordan,00-0025719,no,PHI,,10,1,,,,,0,,,,,,,,,0,,,36,4,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jenkins,00-0021706,no,PHI,DE,4,1,,1,,0,0,,,,,1,,6,,4,-24,,23,8,30,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Harbor,00-0027725,no,PHI,TE,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,101,15,25,39,2,0,0,,80,188,,,,,,,,
F.Cox,00-0029653,no,PHI,DE,7,1,,,,,0,,,,,5,,8,,5.5,-30,,32,8,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Jackson,00-0025450,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,2,4,0,0,0,,27,20,8,25,0,0,0,0,,54
O.Marecic,00-0028062,no,CLE,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
J.Gordon,00-0029664,no,CLE,WR,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,210,50,95,5,0,0,,331,805,,,,,,,,
E.Stephens,00-0027204,no,CLE,,1,1,,,,,0,,,,,,,,,1,-14,,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,0,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Rolle,00-0028131,no,PHI,,0,0,,,,,0,,,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Thomas,00-0025390,no,CLE,T,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Bademosi,00-0029065,no,CLE,CB,5,0,,,,,0,,,,,1,,,,0,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Hunt,00-0026759,no,PHI,DE,0,0,,,,,0,,,,,,,1,,1,-11,,8,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Sheard,00-0027975,no,CLE,DE,18,1,,,,,0,,,,,3,,10,,6.5,-55,,35,8,51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cameron,00-0028040,no,CLE,TE,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,161,5,20,40,1,0,0,,86,226,,,,,,,,
B.Brown,00-0029429,no,PHI,,1,,,,,,,,,,,,,,,,,,2,,,,,4,3,,,1,1,,0,4,1,0,,,,,,,,,,,,,,,,,,,56,,63,0,8,0,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,13,19,0,0,0,,87,56,115,243,75,4,0,0,,564
I.Kitchen,00-0029378,no,CLE,,11,0,,,,,0,,,,,,,1,,0,,,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Tapp,00-0024278,no,PHI,DE,3,0,,1,,4,0,,,,,,,2,,0.5,-7,,14,1,5,3,,,0,,,0,,,,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Succop,00-0026968,no,KC,K,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,34,,28,1052,6,215,538,6,,58,84,27,17,0,17,0,17,3579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Turner,00-0022821,no,ATL,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,1,1,,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,60,19,30,1,0,0,,144,128,222,275,50,10,0,0,,800
J.Belcher,00-0026869,no,KC,,5,0,,,,,0,,,,,1,,,,0,,,33,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0023449,no,KC,ILB,15,4,,,,,0,,,,,4,,5,,2,-10,,110,12,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Gonzalez,00-0006101,no,ATL,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,,251,51,93,124,8,0,0,,252,930,,,,,,,,
T.Daniels,00-0023539,no,KC,,3,0,,,,,0,,,,,1,,,,0,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Ryan,00-0026143,no,ATL,QB,,,,,,,,,,,,,,,,,,,2,,,,,2,2,1,,0,,,-2,3,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,615,422,2606,193,2325,14,14,28,-210,32,1,0,1,4719,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,34,95,5,1,0,0,,141
J.Jones,00-0027944,no,ATL,WR,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35,,,,,,,,,,,,,,,,,536,251,79,128,10,0,0,,511,1198,6,30,0,0,0,0,,30
E.Berry,00-0027858,no,KC,FS,13,0,,,,,1,,0,,,10,,,,0,,,73,10,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Jackson,00-0026980,no,KC,DE,12,0,,,,,0,,,,,3,,4,,3,-13,,31,3,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Reeves,00-0022767,yes,KC,,0,0,,,,,0,,,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.White,00-0023462,no,ATL,WR,,,,,,,,,,,,,,,,,,,1,,,,,1,0,,1,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,433,105,92,143,7,1,0,1,335,1351,,,,,,,,
A.Studebaker,00-0026343,no,KC,,1,0,,,,,0,,,,,,,,,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Powe,00-0028137,no,KC,,1,0,,,,,0,,,,,,,,,0,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Palmer,00-0027202,no,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,6,6,1,0,0,,17,22,,,,,,,,
M.Bryant,00-0020578,no,ATL,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,33,1198,5,193,581,2,,5,99,1,44,0,44,0,44,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Owens,00-0027062,no,ATL,DB,3,1,,,,,0,,,,,4,,,,0,,,18,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Arenas,00-0027660,no,KC,,7,1,,,,,0,,,,,8,,,,0,,,53,1,2,1,,,1,2,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,85,,102,0,10,0,204,,,,,,,,,,,,,,,2,37,,,,,,,,,103,4,185,0,34,0,34,297,,,,,,,,,,,,,,,,,,
M.Bosher,00-0028130,no,ATL,P,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,19,,89,,44,,,,,,5758,,,,,,,,,,,,,,,,,,,,,,,,640,2,22,839,60,60,3,2827,,,,,,,,,,,,,,,,,,,,,,,1,,1,
T.DeCoud,00-0026238,no,ATL,,14,0,,1,,0,6,,42,,,9,,1,,1,-2,,62,4,7,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Hillis,00-0026367,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,1,,0,,,0,0,0,,0,1,15,,,,,,,,,,,,,,,,,48,0,10,14,0,0,0,,74,62,85,105,2,1,0,0,,309
M.Cassel,00-0023662,no,KC,QB,,,,,,,,,,,,,,,,,,,1,,,,,6,6,2,,1,1,,-8,8,1,-8,,,,,,,,,,,,,,,,,,,,,,,,,,277,161,1028,116,1230,12,12,19,-101,6,0,0,,1796,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,27,86,5,1,0,0,,145
S.Breaston,00-0025529,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,21,0,1,0,1,21,61,0,7,15,0,0,0,,6,74,,,,,,,,
S.Weatherspoon,00-0027871,no,ATL,LB,25,1,,1,,0,1,,6,,,4,,7,,3,-10,,71,6,18,6,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Moore,00-0027031,no,ATL,SS,15,2,,1,,0,4,,51,,,8,,2,,1,-13,,59,5,26,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Charles,00-0026213,no,KC,RB,,,,,,,,,,,,,,,,,,,1,,,,,5,3,,1,0,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,144,13,37,50,1,0,0,,263,236,284,492,306,5,0,0,,1513
T.Moeaki,00-0027695,no,KC,,,,,,,,,,,,,,,,,,,,3,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,40,,,,,,,,,,,,,,,,,233,1,33,56,1,0,0,,117,453,,,,,,,,
B.Grimes,00-0024183,no,ATL,CB,0,0,,,,,0,,,,,,,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bowe,00-0025410,no,KC,WR,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,298,62,59,114,3,0,0,,222,797,,,,,,,,
S.Nicholas,00-0025496,no,ATL,,25,1,,1,,0,1,,3,,,4,,5,,2,-20,,72,5,26,5,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Samuel,00-0021956,no,ATL,,2,0,,,,,5,1,110,,,18,,,,0,,1,34,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Walker,00-0026942,no,ATL,DE,11,1,,,,,0,,,,,,,3,,3,-20,,21,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jz. Rodgers,00-0028083,no,ATL,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,389,0,23,0,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,8,53,59,1,0,0,,429,402,94,161,5,1,0,0,,362
S.Routt,00-0023473,no,KC,,2,1,,,,,2,,49,,,4,,,,0,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Douglas,00-0026224,no,ATL,WR,,,,,,,,,,,,,,,,,,,1,,,,,1,0,,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,8,,8,0,1,0,8,,,,,,,,,,,,,,,2,10,,,,,,,,,10,1,11,0,5,0,5,42,210,7,38,59,1,0,0,,153,396,2,4,0,0,0,0,,4
J.Snelling,00-0025631,no,ATL,,,,,,,,,,,,,,,,,,,,7,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,16,,16,0,2,0,16,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,137,3,31,35,1,0,0,,214,203,18,32,0,0,0,0,,63
R.Edwards,00-0024342,no,ATL,,3,0,,2,,26,0,,,,,,,2,,0,,,6,2,3,,,,0,,,0,,,,0,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McCluster,00-0027651,no,KC,RB,,,,,,,,,,,,,,,,,,,3,,,,,,2,2,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,6,2,6,0,2,0,2,6,208,10,52,77,1,0,0,,210,452,12,60,0,0,0,0,,70
D.Robinson,00-0022735,no,ATL,,13,1,,,,,1,,4,,,8,,2,,1.5,-14,,67,7,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Draughn,00-0028202,no,KC,RB,,1,,,,,,,,,,,1,,,,,,6,,,,,1,1,1,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,233,,287,0,23,0,537,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,116,0,24,30,0,0,0,,137,158,59,105,10,2,0,0,,233
