name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
D.Clowney,00-0025544,no,NYJ,,,,,,,,,,,,,,,,,,,,1,,,,,0,1,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,59,,64,3,0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,14,22,1,0,0,,47,191,3,1,0,0,0,,1
A.Smith,00-0022793,no,HOU,DE,7,2,,2,,2,0,,,,,1,,18,,4.0,-34,,26,6,6,,,0,,,0,,,,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Trusnik,00-0025697,no,NYJ,LB,13,1,,1,,0,0,,,,,1,,4,,2.5,-15,,49,6,9,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,9,,9,1,0,9,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Winston,00-0024281,no,HOU,T,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Brown,00-0001980,no,HOU,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,32,3,21,681,11,456,448,11,,82,63,10,44,0,43,1,43,5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Martinez,00-0022613,no,HOU,,3,,,,,,,,,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,7,1,20,6,0,6,23,,,,,,,,,,,,,,,,
J.Westerman,00-0026662,no,NYJ,,2,0,,2,,39,0,,,,,,,2,,1,-13,,8,2,3,,,0,,,0,,,,0,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Woody,00-0018234,no,NYJ,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ihedigbo,00-0025753,no,NYJ,SS,7,1,,,,,0,,,,,,,4,,2,-11,,12,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Bentley,00-0021225,no,HOU,,11,0,,,,,0,,,,,,,,,0,,,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Anderson,00-0024465,no,HOU,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,38,53,0,0,0,,159,370,,,,,,,
C.Barwin,00-0027022,no,HOU,OLB,6,0,,1,,0,0,,,,,4,,8,,3.5,-38,,12,4,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Busing,00-0023807,no,HOU,,6,0,,,,,1,,14,,,3,,1,,0,,,26,,3,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,0,,0,1,0,0,,,,,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Murrell,00-0025720,no,NYJ,,4,1,,,,,0,,,,,,,,,0,,,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McCain,00-0026935,no,HOU,CB,1,0,,,,,1,,0,,,3,,,,0,,,14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Richardson,00-0013694,no,NYJ,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,10,3,5,0,0,0,,11,10,7,31,0,0,0,,48
J.Scobee,00-0022874,no,JAC,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,18,645,10,485,496,10,,65,54,17,31,1,30,1,30,4269,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Addai,00-0024245,no,IND,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,22,,,,0,,,1,0,0,,22,,,,,,,,,,,,,,,,,,151,51,63,3,0,0,,305,336,219,204,10,0,0,,828
C.Ingram,00-0024295,no,JAC,,10,0,,,,,0,,,,,,,5,,1,-7,,42,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Cox,00-0027047,no,JAC,,14,0,,1,,5,4,,6,,,11,,,,0,,,58,1,4,,1,0,,,0,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Wayne,00-0020498,no,IND,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,16,1,1,,,0,0,0,,0,3,25,,,,,,,,,,,,,,,,387,100,149,10,0,0,,430,1264,,,,,,,
P.Manning,00-0010346,no,IND,QB,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,0,,,-4,2,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,571,393,2526,178,2317,16,16,10,-74,33,1,0,1,4500,4,20,,,,,,,,,,,,,,,,,,,,,,,,,19,-4,0,0,0,,-13
J.Henderson,00-0021144,no,JAC,,10,2,,1,,0,0,,,,,3,,6,,3,-16,,26,4,5,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Robinson,00-0024529,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,1,0,10,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,43,9,15,0,0,0,,16,62,,,,,,,
D.Smith,00-0022839,no,JAC,ILB,22,3,,2,,0,1,,10,,,6,,5,,1.5,-12,,84,6,11,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Considine,00-0023537,no,JAC,,7,0,,1,,0,1,,25,,,4,,,,0,,,28,2,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Nelson,00-0025408,no,JAC,FS,6,0,,1,,0,0,,,,,5,,2,,0,,,64,1,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tamme,00-0026267,no,IND,TE,2,,,,,,,,,,,,,,,,,,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,10,0,0,0,,12,35,,,,,,,
R.Allen,00-0026605,no,JAC,,10,0,,,,,0,,,,,,,,,0,,,37,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Alexander,00-0025448,no,JAC,,10,3,,1,,0,2,,23,,,5,,,,0,,,45,,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Clark,00-0022165,no,IND,,,,,,,,,,,,,,,,,,,,4,,,,1,0,,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,375,100,132,10,0,0,,485,1106,2,11,0,0,0,,11
D.Garrard,00-0021231,no,JAC,,,,,,,,,,,,,,,,,,,,2,,1,,11,8,3,,3,3,,-4,14,3,-4,,,,,,,,,,,,,,,,,,,,,,,,,516,314,2076,202,2148,10,10,42,-231,15,0,0,,3597,2,24,,,,,,,,,,,,,,,,,,,,,,,,,77,168,3,1,1,,323
M.Jones-Drew,00-0024275,no,JAC,,,,,,,,,,,,,,,,,,,,6,,,,2,1,,,2,2,,-5,2,2,-5,,,,,,,,,,,,,,,,,,,50,,53,4,0,102,,,,,,,,,,,,,,,1,3,,,,,,,,,9,,12,2,0,2,19,185,53,71,1,0,0,,377,374,312,407,15,1,0,1,1391
T.Hagler,00-0023606,no,IND,,12,0,,,,,0,,,,,3,,,,0,,,14,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Foster,00-0025991,no,IND,,7,1,,1,,0,0,,,,,2,,7,,3,-21,,31,6,6,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bethea,00-0024421,no,IND,SS,24,2,,1,,0,4,,19,,20,5,,1,,0,,,70,2,25,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Session,00-0025523,no,IND,,19,1,,,,,2,1,35,,,5,,4,,0.5,-10,1,84,3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mathis,00-0022059,no,IND,OLB,11,5,,,,,0,,,,,2,,18,,9.5,-61,,25,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lewis,00-0024243,no,JAC,TE,,,,,,,,,,,,,,,,,,,1,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,308,32,59,2,0,0,,166,518,,,,,,,
K.Dawson,00-0025629,no,IND,,7,0,,1,,17,0,,,,,1,,,,0,,,10,1,5,,,0,,,0,,,,0,1,17,,,,,,,,,,,,,,,,,,,14,,14,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Johnson,00-0025539,no,IND,,11,0,,,,,0,,,,,,,2,,1,-3,,22,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Freeney,00-0021146,no,IND,LB,5,1,,,,,0,,,,,1,,22,,13.5,-99,,19,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Williamson,00-0023442,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,4,0,0,0,,10,34,,,,,,,
K.Hayden,00-0023495,no,IND,,8,0,,,,,1,,6,,,5,,,,0,,,42,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Podlesh,00-0025488,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,603,,23,825,72,72,4,2997,,,,,,,,,,,,,,,,,,,,,,,
T.Rushing,00-0024452,no,IND,,0,0,,,,,0,,,,,,,,,0,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,94,8,0,146,,,,,,,,,,,,,,,,,,,,,,,,,66,22,101,22,0,22,119,,,,,,,,,,,,,,,,
T.Knighton,00-0027046,no,JAC,DT,11,1,,,,,0,,,,,1,,2,,1.5,-13,,34,6,8,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Hayward,00-0020475,no,JAC,,0,0,,,,,0,,,,,,,1,,1,-7,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Durant,00-0025435,no,JAC,OLB,17,1,,,,,1,,27,,,2,,2,,1,-6,,81,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brown,00-0027003,no,IND,RB,,,,,,,,,,,,,,,,,,,1,,,,1,0,,1,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,21,,21,1,0,21,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,155,11,14,0,0,0,,124,169,78,146,3,1,0,1,281
T.Brackenridge,00-0024815,no,JAC,,4,2,,,,,0,,,,,4,,,,0,,,30,1,2,,,0,,,1,1,,12,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Collie,00-0027092,no,IND,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,8,,8,1,0,8,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,318,60,90,7,0,0,,248,676,2,1,0,0,0,,1
Q.Groves,00-0026192,no,JAC,,6,1,,,,,1,,37,,,1,,3,,0,,,24,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Powers,00-0027064,no,IND,CB,8,1,,1,,4,1,,1,,,10,,,,0,,,56,1,16,,,0,,,0,,,,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Holt,00-0007681,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,352,51,103,0,0,0,,141,722,,,,,,,
G.Brackett,00-0021484,no,IND,,19,0,,1,,0,1,,8,,,5,,7,,1,-7,,80,4,25,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Owens,00-0024103,no,JAC,,3,,,,,,,,,,,,,,,,,,11,,2,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,49,,49,3,0,49,,,,,,,,,,,,,,,3,35,,,,,,,,,,,,,,,,,,1,,,,,,,2,1,0,0,0,,1
G.Estandia,00-0023784,no,JAC,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,1,0,9,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,40,4,13,0,0,0,,7,45,,,,,,,
M.Sims-Walker,00-0025466,no,JAC,,,,,,,,,,,,,,,,,,,,2,,,,2,1,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,321,63,111,7,0,0,,281,869,,,,,,,
C.Simpson,00-0025997,no,IND,,1,0,,,,,0,,,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,389,37,1,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,0,0,0,,25,1,15,78,2,0,0,,102
B.Iwuh,00-0024100,no,JAC,,6,0,,,,,0,,,,,,,1,,0,,,23,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Harvey,00-0026148,no,JAC,,13,0,,1,,0,0,,,,,2,,8,,2,-8,,44,5,7,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Vinatieri,00-0016919,no,IND,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,7,218,2,84,156,,,,21,,18,1,17,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Humber,00-0026672,no,IND,OLB,5,1,,,,,0,,,,,,,,,0,,,28,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Keiaho,00-0024309,no,IND,,11,0,,2,,0,0,,,,,1,,3,,1,-5,,27,2,9,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Andrus,00-0023728,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,1,43,0,,,17,0,2,10,0,10,0,10,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Witherspoon,00-0026444,no,JAC,,1,,,,,,,,,,,,,,,,,,2,,1,,1,0,1,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,182,,232,28,0,640,,,,,,,,,,,,,,,,,,,,,,,,,31,3,65,8,0,8,88,,,,,,,,,,,,,,,,
G.Jones,00-0022897,no,JAC,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,14,5,10,0,0,0,,14,14,4,14,0,0,0,,23
N.Hughes,00-0026100,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,18,2,0,2,18,70,5,12,1,0,0,,14,70,,,,,,,
P.Garcon,00-0026345,no,IND,WR,,,,,,,,,,,,,,,,,,,2,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50,,,,,,,,,,,,,,,,424,47,92,4,1,0,1,284,765,2,10,0,0,0,,10
S.Starks,00-0023522,no,JAC,,3,0,,,,,0,,,,,,,,,0,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,1,0,,,,,,,,,,,,,,,,
T.Jennings,00-0024277,no,IND,,13,0,,,,,2,,13,,,10,,,,0,,,44,2,6,,,1,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,0,,0,1,0,1,0,,,,,,,,,,,,,,,,
R.Mathis,00-0022080,no,JAC,CB,4,2,,1,,0,3,,46,,94,7,,1,,0,,,29,,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Stanley,00-0024396,no,JAC,,2,0,,,,,0,,,,,3,,2,,1,-7,,18,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.McAfee,00-0027145,no,IND,P,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,11,,80,,21,,,,,,5468,,,,,,,,,,,,,,,,,,,,,,,612,,21,823,64,64,6,2837,,,,,,,,,,,,,,,,,,,,,,,
E.Monroe,00-0026984,no,JAC,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bullitt,00-0024697,no,IND,,14,1,,,,,0,,,,,1,,1,,0,,,63,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Muir,00-0024692,no,IND,,9,0,,,,,0,,,,,,,3,,0.5,-10,,43,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bing,00-0024316,no,DET,,,,,1,,0,,,,,,,,,,,,,4,,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hanson,00-0006800,no,DET,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,28,,21,769,7,339,501,10,,63,63,4,25,0,25,0,25,3926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Meachem,00-0025414,no,NO,,,1,,1,1,44,,,,,,,,,,,,1,2,,,,2,1,,1,0,,,,2,1,44,,,,,,,,,,,,,,,,,,,24,,42,6,0,148,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,412,45,64,9,0,0,,180,722,6,82,0,0,0,,82
D.Brees,00-0020531,no,NO,QB,,,,,,,,,,,,,,,,,,,,,,,8,6,2,1,2,2,,0,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,514,363,2413,151,1804,11,11,20,-135,34,1,0,,4388,4,22,,,,,,,,,,,,,,,,-4,1,1,0,0,0,,-4,-4,22,40,2,0,0,,33
D.Henderson,00-0022929,no,NO,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,8,5,16,4,0,4,16,423,51,83,2,0,0,,335,804,4,13,0,0,0,,13
L.Delmas,00-0027009,no,DET,FS,29,0,,1,1,65,2,1,129,,,8,,3,1,1,-2,2,64,7,3,,,0,,,0,,,,0,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Foote,00-0021246,no,DET,,29,1,,1,,0,0,,,,,4,,3,,2,-11,,70,11,10,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bush,00-0024217,no,NO,RB,,,,,,,,,,,,,,,,,,,1,,,,3,2,1,,2,2,,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,9,115,27,0,27,130,182,47,68,3,0,0,,275,335,70,221,5,0,0,,390
A.Henry,00-0020329,no,DET,,8,0,,,,,2,,26,,,7,,,,0,,,38,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bell,00-0024011,no,NO,,1,0,,,,,0,,,,,,,,,0,,,2,,,,2,2,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,22,,28,2,0,45,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,14,4,4,0,0,0,,10,12,172,173,5,0,0,,654
G.Jackson,00-0008124,no,DET,,13,0,1,,,,0,,,,,,,1,,0,,,18,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Sims,00-0024224,no,DET,,17,0,,1,,0,0,,,,,1,,,,0,,,32,2,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Colston,00-0024466,no,NO,WR,,,,,,,,,,,,,,,,,,,1,,,,2,2,,1,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,6,,6,1,0,1,6,439,70,106,9,1,0,,350,1074,1,6,0,0,0,,6
J.Carney,00-0002655,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,13,405,4,157,287,,,,39,,52,1,50,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
